1	10 Aug 22	03:00:00	1	0	1337	0	Ct	0	1	6962	0	1608	5047	11794	8303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10 Aug 22	03:02:00	1	0	1337	0	Ct	0	1	33618	16032	5227	8330	5942	9876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	10 Aug 22	03:04:00	1	0	1337	0	Ct	0	1	14987	16694	12618	4262	41387	45272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10 Aug 22	03:06:00	1	0	1337	0	Ct	0	1	53804	13851	12704	0	24005	27239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10 Aug 22	03:08:00	1	0	1337	0	Ct	0	1	16101	3195	5092	0	18425	37011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10 Aug 22	03:10:00	1	0	1337	0	Ct	0	1	8812	7459	1698	0	12834	30882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10 Aug 22	03:12:00	1	0	1337	0	Ct	0	1	19047	1906	0	9158	6415	17742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	10 Aug 22	03:14:00	1	0	1337	0	Ct	0	1	6130	0	0	465	1062	6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10 Aug 22	03:16:00	1	0	1337	0	Ct	0	1	6827	4254	0	0	7354	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	10 Aug 22	03:18:00	1	0	1337	0	Ct	0	1	842	0	0	0	5396	11612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	10 Aug 22	03:20:00	1	0	1337	0	Ct	0	1	2716	0	0	6478	0	3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	10 Aug 22	03:22:00	1	0	1337	0	Ct	0	1	6920	0	0	0	0	8396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	10 Aug 22	03:24:00	1	0	1337	0	Ct	0	1	8043	0	0	3155	0	7824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	10 Aug 22	03:26:00	1	0	1337	0	Ct	0	1	738	0	0	0	0	6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	10 Aug 22	03:28:00	1	0	1337	0	Ct	0	1	1413	0	0	0	0	7895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	10 Aug 22	03:30:00	1	0	1337	0	Ct	0	1	12346	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	10 Aug 22	03:32:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	10 Aug 22	03:34:00	1	0	1337	0	Ct	0	1	7465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	10 Aug 22	03:36:00	1	0	1337	0	Ct	0	1	2492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	10 Aug 22	03:38:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	10 Aug 22	03:40:00	1	0	1337	0	Ct	0	1	6225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	10 Aug 22	03:42:00	1	0	1337	0	Ct	0	1	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	10 Aug 22	03:44:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	10 Aug 22	03:46:00	1	0	1337	0	Ct	0	1	1782	0	0	2128	0	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	10 Aug 22	03:48:00	1	0	1337	0	Ct	0	1	8625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	10 Aug 22	03:50:00	1	0	1337	0	Ct	0	1	6714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	10 Aug 22	03:52:00	1	0	1337	0	Ct	0	1	16268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	10 Aug 22	03:54:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	10 Aug 22	03:56:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	10 Aug 22	03:58:00	1	0	1337	0	Ct	0	1	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	10 Aug 22	04:00:00	1	0	1337	0	Ct	0	1	8417	0	0	0	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	10 Aug 22	04:02:00	1	0	1337	0	Ct	0	1	6327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
