"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"5832",1478,1416,1279,"mothra03",2022-06-28 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"5833",807,1565,1313,"mothra03",2022-06-28 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"5834",2033,1146,1580,"mothra03",2022-06-28 21:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"5835",1833,347,632,"mothra03",2022-06-28 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"5836",2119,964,907,"mothra03",2022-06-28 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"5837",2131,454,1244,"mothra03",2022-06-28 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"5838",1406,1245,1573,"mothra03",2022-06-28 21:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"5839",701,136,1077,"mothra03",2022-06-28 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"5840",2153,551,1416,"mothra03",2022-06-28 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"5841",1865,1177,1420,"mothra03",2022-06-28 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"5842",203,829,1597,"mothra03",2022-06-28 22:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"5843",1901,443,678,"mothra03",2022-06-28 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"5844",1735,241,750,"mothra03",2022-06-28 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"5845",2030,907,1103,"mothra03",2022-06-28 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"5846",1753,554,1125,"mothra03",2022-06-28 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"5847",1890,383,1415,"mothra03",2022-06-28 22:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"5848",365,7,582,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5849",1480,184,657,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5850",1894,343,724,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5851",1713,1054,749,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5852",1976,944,824,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5853",1625,1304,1046,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5854",715,273,1338,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5855",2233,960,1499,"mothra03",2022-06-28 22:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"5856",1965,699,321,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5857",297,1717,621,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5858",1254,197,758,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5859",1943,539,1189,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5860",1430,163,1324,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5861",1913,931,1386,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5862",997,1499,1394,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5863",2197,846,1440,"mothra03",2022-06-28 22:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"5864",1154,1476,130,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5865",608,1435,134,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5866",1706,502,153,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5867",1820,667,1252,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5868",2094,363,1341,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5869",785,1536,1353,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5870",1524,729,1417,"mothra03",2022-06-28 22:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"5871",1676,539,436,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5872",1678,409,604,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5873",2027,584,732,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5874",978,113,837,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5875",2297,1197,994,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5876",1925,1241,1135,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5877",2060,755,1128,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5878",1700,1376,1506,"mothra03",2022-06-28 22:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"5879",2004,1180,1319,"mothra03",2022-06-28 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"5880",2180,790,1474,"mothra03",2022-06-28 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"5881",1377,1531,1543,"mothra03",2022-06-28 22:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"5882",1079,1549,332,"mothra03",2022-06-28 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"5883",1513,190,712,"mothra03",2022-06-28 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"5884",2177,423,972,"mothra03",2022-06-28 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"5885",1881,854,1259,"mothra03",2022-06-28 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"5886",1461,1330,1346,"mothra03",2022-06-28 22:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"5887",2020,1249,367,"mothra03",2022-06-28 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"5888",1868,598,566,"mothra03",2022-06-28 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"5889",1870,850,1323,"mothra03",2022-06-28 22:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"5890",1500,272,479,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5891",2208,699,802,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5892",2164,740,902,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5893",1906,1005,1197,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5894",298,178,1196,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5895",1592,1300,1464,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5896",1413,1313,1545,"mothra03",2022-06-28 22:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"5897",1635,620,161,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5898",827,1658,447,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5899",1979,616,494,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5900",1681,839,1104,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5901",1982,1030,1371,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5902",1743,856,1463,"mothra03",2022-06-28 22:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"5903",1051,1311,43,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5904",728,631,494,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5905",2354,1146,729,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5906",1897,1003,775,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5907",1668,1070,1142,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5908",1827,262,1141,"mothra03",2022-06-28 22:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"5909",1628,1150,1398,"mothra03",2022-06-28 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"5910",1944,703,1440,"mothra03",2022-06-28 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"5911",1820,1196,1446,"mothra03",2022-06-28 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"5912",1638,591,1446,"mothra03",2022-06-28 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"5913",1778,780,1580,"mothra03",2022-06-28 22:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"5914",903,81,309,"mothra03",2022-06-28 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"5915",2079,561,732,"mothra03",2022-06-28 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"5916",1567,1243,1255,"mothra03",2022-06-28 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"5917",4276,1416,1265,"mothra03",2022-06-28 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"5918",1162,1375,154,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5919",1772,1207,910,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5920",711,165,1146,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5921",1891,652,1195,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5922",2282,890,1398,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5923",2020,793,1408,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5924",1095,1472,1421,"mothra03",2022-06-28 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"5925",2161,1147,342,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5926",1854,360,435,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5927",1949,634,1096,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5928",1524,645,1161,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5929",2185,1462,1335,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5930",1772,587,1415,"mothra03",2022-06-28 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"5931",1645,745,111,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5932",1429,1716,788,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5933",812,1659,1153,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5934",1975,560,1173,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5935",1272,532,1504,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5936",1678,756,1542,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5937",1874,841,1560,"mothra03",2022-06-28 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"5938",2169,277,415,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5939",1565,372,728,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5940",3267,783,816,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5941",1808,663,854,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5942",460,8,949,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5943",1891,1106,1343,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5944",1908,1341,1482,"mothra03",2022-06-28 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"5945",1911,891,332,"mothra03",2022-06-28 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"5946",1943,717,1130,"mothra03",2022-06-28 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"5947",2095,381,1169,"mothra03",2022-06-28 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"5948",679,475,1481,"mothra03",2022-06-28 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"5949",1534,837,1489,"mothra03",2022-06-28 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"5950",2121,1199,136,"mothra03",2022-06-28 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"5951",1905,837,1217,"mothra03",2022-06-28 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"5952",1545,1411,1333,"mothra03",2022-06-28 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"5953",2037,1109,1558,"mothra03",2022-06-28 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"5954",1457,1268,1562,"mothra03",2022-06-28 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"5955",1802,987,615,"mothra03",2022-06-28 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"5956",2043,622,832,"mothra03",2022-06-28 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"5957",1884,663,1398,"mothra03",2022-06-28 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"5958",1762,771,1499,"mothra03",2022-06-28 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"5959",2002,1198,1540,"mothra03",2022-06-28 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"5960",2219,631,629,"mothra03",2022-06-28 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"5961",1758,383,1123,"mothra03",2022-06-28 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"5962",1900,366,1330,"mothra03",2022-06-28 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"5963",1830,961,179,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5964",1127,1704,453,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5965",1645,1208,1150,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5966",2160,1275,1159,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5967",1120,188,1201,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5968",1534,488,1328,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5969",2034,956,1389,"mothra03",2022-06-28 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"5970",1513,1652,1052,"mothra03",2022-06-28 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"5971",1787,482,1402,"mothra03",2022-06-28 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"5972",1853,884,1481,"mothra03",2022-06-28 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"5973",1609,953,1568,"mothra03",2022-06-28 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"5974",1853,519,283,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5975",1758,665,730,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5976",2207,942,1168,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5977",1500,325,1218,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5978",2134,921,1347,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5979",2273,104,1405,"mothra03",2022-06-28 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"5980",1580,1275,502,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5981",2312,1349,656,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5982",2114,1040,891,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5983",1912,437,903,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5984",2326,656,1212,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5985",1859,773,1303,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5986",1487,1420,1360,"mothra03",2022-06-28 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"5987",239,920,7,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5988",987,1545,277,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5989",381,1588,280,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5990",1601,872,521,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5991",1659,187,753,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5992",1909,520,1133,"mothra03",2022-06-28 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"5993",1285,1666,384,"mothra03",2022-06-28 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"5994",2179,1323,737,"mothra03",2022-06-28 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"5995",2008,1022,851,"mothra03",2022-06-28 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"5996",2094,241,1075,"mothra03",2022-06-28 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"5997",1929,1026,1337,"mothra03",2022-06-28 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"5998",2072,955,666,"mothra03",2022-06-28 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"5999",1595,1243,905,"mothra03",2022-06-28 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"6000",1777,1121,959,"mothra03",2022-06-28 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"6001",1901,1078,1291,"mothra03",2022-06-28 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"6002",1271,875,1540,"mothra03",2022-06-28 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"6003",987,314,69,"mothra03",2022-06-28 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"6004",1225,119,607,"mothra03",2022-06-28 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"6005",1859,259,818,"mothra03",2022-06-28 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"6006",2262,1362,1215,"mothra03",2022-06-28 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"6007",1782,1715,280,"mothra03",2022-06-28 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"6008",2179,379,711,"mothra03",2022-06-28 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"6009",1582,379,792,"mothra03",2022-06-28 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"6010",2058,819,1366,"mothra03",2022-06-28 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"6011",1987,832,534,"mothra03",2022-06-28 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"6012",1779,342,566,"mothra03",2022-06-28 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"6013",1627,498,865,"mothra03",2022-06-28 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"6014",2124,620,1133,"mothra03",2022-06-28 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"6015",1828,631,1521,"mothra03",2022-06-28 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"6016",1851,493,63,"mothra03",2022-06-28 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"6017",1874,1343,833,"mothra03",2022-06-28 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"6018",1551,1408,936,"mothra03",2022-06-28 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"6019",1997,650,1349,"mothra03",2022-06-28 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"6020",1828,1076,1478,"mothra03",2022-06-28 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"6021",1996,440,528,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6022",1965,629,722,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6023",1771,1674,786,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6024",1139,52,917,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6025",1997,647,1080,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6026",911,1645,1125,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6027",1452,820,1507,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6028",981,1014,1594,"mothra03",2022-06-28 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"6029",1992,898,889,"mothra03",2022-06-28 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"6030",2384,680,899,"mothra03",2022-06-28 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"6031",1950,373,908,"mothra03",2022-06-28 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"6032",1205,171,949,"mothra03",2022-06-28 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"6033",1738,1300,1039,"mothra03",2022-06-28 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"6034",2303,472,1077,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6035",2296,787,1088,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6036",1959,1362,1185,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6037",1784,1024,1222,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6038",1963,544,1387,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6039",1444,1373,1510,"mothra03",2022-06-28 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"6040",1324,1504,310,"mothra03",2022-06-28 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"6041",2175,1015,512,"mothra03",2022-06-28 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
