"s","x","y","d","ID","sex","genus","species"
1879,127,1580,"mothra02.0626.1128","99.9%_s10g15","male","photinus","greeni"
2282,37,1577,"mothra02.0626.1130","99.9%_s10g15","male","photinus","greeni"
590,13,1588,"mothra02.0626.1132","99.9%_s10g15","male","photinus","greeni"
1343,38,1590,"mothra02.0626.1134","99.9%_s10g15","male","photinus","greeni"
105,6,1597,"mothra02.0626.1136","99.9%_s10g15","male","photinus","greeni"
4944,53,1556,"mothra02.0626.1138","99.9%_s10g15","male","photinus","greeni"
870,20,1591,"mothra02.0626.1140","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1142","99.9%_s10g15","male","photinus","greeni"
335,12,1595,"mothra02.0626.1144","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1146","99.9%_s10g15","male","photinus","greeni"
313,11,1595,"mothra02.0626.1148","99.9%_s10g15","male","photinus","greeni"
2126,35,1562,"mothra02.0626.1150","99.9%_s10g15","male","photinus","greeni"
248,99,1596,"mothra02.0626.1150","99.9%_s10g15","male","photinus","greeni"
1247,52,1587,"mothra02.0626.1152","99.9%_s10g15","male","photinus","greeni"
1015,24,1590,"mothra02.0626.1154","99.9%_s10g15","male","photinus","greeni"
1642,47,1588,"mothra02.0626.1156","99.9%_s10g15","male","photinus","greeni"
935,81,1578,"mothra02.0626.1158","99.9%_s10g15","male","photinus","greeni"
120,118,1598,"mothra02.0626.1158","99.9%_s10g15","male","photinus","greeni"
1003,53,1577,"mothra02.0626.1200","99.9%_s10g15","male","photinus","greeni"
212,103,1597,"mothra02.0626.1200","99.9%_s10g15","male","photinus","greeni"
2408,43,1588,"mothra02.0626.1202","99.9%_s10g15","male","photinus","greeni"
441,42,1526,"mothra02.0626.1204","99.9%_s10g15","male","photinus","greeni"
3274,79,1571,"mothra02.0626.1204","99.9%_s10g15","male","photinus","greeni"
704,40,1590,"mothra02.0626.1206","99.9%_s10g15","male","photinus","greeni"
1150,21,1587,"mothra02.0626.1208","99.9%_s10g15","male","photinus","greeni"
64,4,1598,"mothra02.0626.1210","99.9%_s10g15","male","photinus","greeni"
1990,61,1580,"mothra02.0626.1212","99.9%_s10g15","male","photinus","greeni"
1126,38,1590,"mothra02.0626.1214","99.9%_s10g15","male","photinus","greeni"
131,7,1597,"mothra02.0626.1216","99.9%_s10g15","male","photinus","greeni"
1880,38,1589,"mothra02.0626.1218","99.9%_s10g15","male","photinus","greeni"
3545,63,1577,"mothra02.0626.1220","99.9%_s10g15","male","photinus","greeni"
4728,85,1541,"mothra02.0626.1222","99.9%_s10g15","male","photinus","greeni"
184,23,1597,"mothra02.0626.1224","99.9%_s10g15","male","photinus","greeni"
1217,42,1590,"mothra02.0626.1226","99.9%_s10g15","male","photinus","greeni"
303,12,1595,"mothra02.0626.1228","99.9%_s10g15","male","photinus","greeni"
754,18,1581,"mothra02.0626.1230","99.9%_s10g15","male","photinus","greeni"
1500,36,1587,"mothra02.0626.1232","99.9%_s10g15","male","photinus","greeni"
255,1486,933,"mothra02.0626.1234","99.9%_s10g15","male","photinus","greeni"
430,11,1592,"mothra02.0626.1234","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1236","99.9%_s10g15","male","photinus","greeni"
2927,59,1568,"mothra02.0626.1238","99.9%_s10g15","male","photinus","greeni"
2945,31,1579,"mothra02.0626.1240","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1242","99.9%_s10g15","male","photinus","greeni"
370,12,1594,"mothra02.0626.1244","99.9%_s10g15","male","photinus","greeni"
2272,41,1579,"mothra02.0626.1246","99.9%_s10g15","male","photinus","greeni"
192,6,1545,"mothra02.0626.1248","99.9%_s10g15","male","photinus","greeni"
870,22,1591,"mothra02.0626.1248","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1250","99.9%_s10g15","male","photinus","greeni"
2315,100,1574,"mothra02.0626.1252","99.9%_s10g15","male","photinus","greeni"
167,5,1535,"mothra02.0626.1254","99.9%_s10g15","male","photinus","greeni"
2838,51,1580,"mothra02.0626.1254","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1256","99.9%_s10g15","male","photinus","greeni"
1257,29,1589,"mothra02.0626.1258","99.9%_s10g15","male","photinus","greeni"
2588,40,1573,"mothra02.0626.1300","99.9%_s10g15","male","photinus","greeni"
755,19,1592,"mothra02.0626.1302","99.9%_s10g15","male","photinus","greeni"
2071,44,1574,"mothra02.0626.1304","99.9%_s10g15","male","photinus","greeni"
159,105,1597,"mothra02.0626.1304","99.9%_s10g15","male","photinus","greeni"
3845,60,1561,"mothra02.0626.1306","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1308","99.9%_s10g15","male","photinus","greeni"
115,6,1596,"mothra02.0626.1310","99.9%_s10g15","male","photinus","greeni"
4067,97,1545,"mothra02.0626.1312","99.9%_s10g15","male","photinus","greeni"
159,5,1488,"mothra02.0626.1314","99.9%_s10g15","male","photinus","greeni"
1608,34,1586,"mothra02.0626.1314","99.9%_s10g15","male","photinus","greeni"
2439,43,1573,"mothra02.0626.1316","99.9%_s10g15","male","photinus","greeni"
96,6,1598,"mothra02.0626.1318","99.9%_s10g15","male","photinus","greeni"
735,1559,826,"mothra02.0626.1320","99.9%_s10g15","male","photinus","greeni"
1387,23,1587,"mothra02.0626.1320","99.9%_s10g15","male","photinus","greeni"
120,4,1478,"mothra02.0626.1322","99.9%_s10g15","male","photinus","greeni"
2749,92,1569,"mothra02.0626.1322","99.9%_s10g15","male","photinus","greeni"
225,1588,813,"mothra02.0626.1324","99.9%_s10g15","male","photinus","greeni"
3003,48,1571,"mothra02.0626.1324","99.9%_s10g15","male","photinus","greeni"
231,8,1595,"mothra02.0626.1326","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1328","99.9%_s10g15","male","photinus","greeni"
470,13,1593,"mothra02.0626.1330","99.9%_s10g15","male","photinus","greeni"
1886,38,1540,"mothra02.0626.1332","99.9%_s10g15","male","photinus","greeni"
425,13,1558,"mothra02.0626.1334","99.9%_s10g15","male","photinus","greeni"
2622,79,1576,"mothra02.0626.1334","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1336","99.9%_s10g15","male","photinus","greeni"
1873,64,1582,"mothra02.0626.1338","99.9%_s10g15","male","photinus","greeni"
1830,30,1588,"mothra02.0626.1340","99.9%_s10g15","male","photinus","greeni"
3531,49,1565,"mothra02.0626.1342","99.9%_s10g15","male","photinus","greeni"
582,18,1594,"mothra02.0626.1344","99.9%_s10g15","male","photinus","greeni"
2860,48,1580,"mothra02.0626.1346","99.9%_s10g15","male","photinus","greeni"
302,27,1487,"mothra02.0626.1348","99.9%_s10g15","male","photinus","greeni"
3738,84,1558,"mothra02.0626.1348","99.9%_s10g15","male","photinus","greeni"
2885,41,1572,"mothra02.0626.1350","99.9%_s10g15","male","photinus","greeni"
831,22,1592,"mothra02.0626.1352","99.9%_s10g15","male","photinus","greeni"
425,14,1594,"mothra02.0626.1354","99.9%_s10g15","male","photinus","greeni"
3182,47,1574,"mothra02.0626.1356","99.9%_s10g15","male","photinus","greeni"
3911,67,1552,"mothra02.0626.1358","99.9%_s10g15","male","photinus","greeni"
991,21,1590,"mothra02.0626.1400","99.9%_s10g15","male","photinus","greeni"
160,82,1597,"mothra02.0626.1402","99.9%_s10g15","male","photinus","greeni"
2569,1438,952,"mothra02.0626.1404","99.9%_s10g15","male","photinus","greeni"
4204,847,1326,"mothra02.0626.1404","99.9%_s10g15","male","photinus","greeni"
335,59,1452,"mothra02.0626.1404","99.9%_s10g15","male","photinus","greeni"
5539,63,1553,"mothra02.0626.1404","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1406","99.9%_s10g15","male","photinus","greeni"
104,6,1597,"mothra02.0626.1408","99.9%_s10g15","male","photinus","greeni"
1363,22,1587,"mothra02.0626.1410","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1412","99.9%_s10g15","male","photinus","greeni"
1780,42,1581,"mothra02.0626.1414","99.9%_s10g15","male","photinus","greeni"
1419,23,1587,"mothra02.0626.1416","99.9%_s10g15","male","photinus","greeni"
3501,63,1566,"mothra02.0626.1418","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1420","99.9%_s10g15","male","photinus","greeni"
152,5,1546,"mothra02.0626.1422","99.9%_s10g15","male","photinus","greeni"
2692,44,1584,"mothra02.0626.1422","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1424","99.9%_s10g15","male","photinus","greeni"
2439,43,1577,"mothra02.0626.1426","99.9%_s10g15","male","photinus","greeni"
749,26,1594,"mothra02.0626.1428","99.9%_s10g15","male","photinus","greeni"
1992,45,1583,"mothra02.0626.1430","99.9%_s10g15","male","photinus","greeni"
2889,67,1572,"mothra02.0626.1432","99.9%_s10g15","male","photinus","greeni"
120,4,1552,"mothra02.0626.1432","99.9%_s10g15","male","photinus","greeni"
2090,36,1586,"mothra02.0626.1434","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1436","99.9%_s10g15","male","photinus","greeni"
2807,37,1579,"mothra02.0626.1438","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1440","99.9%_s10g15","male","photinus","greeni"
1082,28,1592,"mothra02.0626.1442","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1444","99.9%_s10g15","male","photinus","greeni"
1405,29,1576,"mothra02.0626.1446","99.9%_s10g15","male","photinus","greeni"
858,36,1596,"mothra02.0626.1448","99.9%_s10g15","male","photinus","greeni"
1708,64,1580,"mothra02.0626.1450","99.9%_s10g15","male","photinus","greeni"
2529,31,1578,"mothra02.0626.1452","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1454","99.9%_s10g15","male","photinus","greeni"
1549,34,1577,"mothra02.0626.1456","99.9%_s10g15","male","photinus","greeni"
301,43,1559,"mothra02.0626.1458","99.9%_s10g15","male","photinus","greeni"
542,86,1594,"mothra02.0626.1458","99.9%_s10g15","male","photinus","greeni"
1586,28,1588,"mothra02.0626.1500","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1502","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1504","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1506","99.9%_s10g15","male","photinus","greeni"
2716,33,1581,"mothra02.0626.1508","99.9%_s10g15","male","photinus","greeni"
143,123,1597,"mothra02.0626.1510","99.9%_s10g15","male","photinus","greeni"
658,43,1510,"mothra02.0626.1512","99.9%_s10g15","male","photinus","greeni"
4509,77,1559,"mothra02.0626.1512","99.9%_s10g15","male","photinus","greeni"
136,7,1596,"mothra02.0626.1514","99.9%_s10g15","male","photinus","greeni"
1629,84,1582,"mothra02.0626.1516","99.9%_s10g15","male","photinus","greeni"
1213,1427,931,"mothra02.0626.1518","99.9%_s10g15","male","photinus","greeni"
1920,45,1581,"mothra02.0626.1518","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1520","99.9%_s10g15","male","photinus","greeni"
677,25,1590,"mothra02.0626.1522","99.9%_s10g15","male","photinus","greeni"
377,23,1597,"mothra02.0626.1524","99.9%_s10g15","male","photinus","greeni"
1847,39,1590,"mothra02.0626.1526","99.9%_s10g15","male","photinus","greeni"
2758,48,1574,"mothra02.0626.1528","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1530","99.9%_s10g15","male","photinus","greeni"
1832,31,1587,"mothra02.0626.1532","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1534","99.9%_s10g15","male","photinus","greeni"
128,40,1598,"mothra02.0626.1536","99.9%_s10g15","male","photinus","greeni"
2031,34,1584,"mothra02.0626.1538","99.9%_s10g15","male","photinus","greeni"
179,10,1597,"mothra02.0626.1540","99.9%_s10g15","male","photinus","greeni"
530,50,1506,"mothra02.0626.1542","99.9%_s10g15","male","photinus","greeni"
3944,82,1556,"mothra02.0626.1542","99.9%_s10g15","male","photinus","greeni"
1067,30,1592,"mothra02.0626.1544","99.9%_s10g15","male","photinus","greeni"
3062,52,1567,"mothra02.0626.1546","99.9%_s10g15","male","photinus","greeni"
862,20,1591,"mothra02.0626.1548","99.9%_s10g15","male","photinus","greeni"
1206,78,1576,"mothra02.0626.1550","99.9%_s10g15","male","photinus","greeni"
194,117,1597,"mothra02.0626.1550","99.9%_s10g15","male","photinus","greeni"
1631,63,1583,"mothra02.0626.1552","99.9%_s10g15","male","photinus","greeni"
1002,20,1566,"mothra02.0626.1554","99.9%_s10g15","male","photinus","greeni"
777,64,1592,"mothra02.0626.1554","99.9%_s10g15","male","photinus","greeni"
211,22,1597,"mothra02.0626.1554","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1556","99.9%_s10g15","male","photinus","greeni"
325,13,1595,"mothra02.0626.1558","99.9%_s10g15","male","photinus","greeni"
1396,35,1589,"mothra02.0626.1600","99.9%_s10g15","male","photinus","greeni"
2259,55,1581,"mothra02.0626.1602","99.9%_s10g15","male","photinus","greeni"
897,29,1594,"mothra02.0626.1604","99.9%_s10g15","male","photinus","greeni"
2486,40,1580,"mothra02.0626.1606","99.9%_s10g15","male","photinus","greeni"
197,11,1597,"mothra02.0626.1608","99.9%_s10g15","male","photinus","greeni"
120,4,1487,"mothra02.0626.1610","99.9%_s10g15","male","photinus","greeni"
3833,67,1558,"mothra02.0626.1610","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1612","99.9%_s10g15","male","photinus","greeni"
1493,31,1585,"mothra02.0626.1614","99.9%_s10g15","male","photinus","greeni"
619,18,1593,"mothra02.0626.1616","99.9%_s10g15","male","photinus","greeni"
8822,49,1527,"mothra02.0626.1618","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1620","99.9%_s10g15","male","photinus","greeni"
380,13,1594,"mothra02.0626.1622","99.9%_s10g15","male","photinus","greeni"
305,71,1595,"mothra02.0626.1622","99.9%_s10g15","male","photinus","greeni"
870,22,1586,"mothra02.0626.1624","99.9%_s10g15","male","photinus","greeni"
605,12,1566,"mothra02.0626.1626","99.9%_s10g15","male","photinus","greeni"
1194,45,1593,"mothra02.0626.1626","99.9%_s10g15","male","photinus","greeni"
105,6,1597,"mothra02.0626.1628","99.9%_s10g15","male","photinus","greeni"
1787,64,1582,"mothra02.0626.1630","99.9%_s10g15","male","photinus","greeni"
1249,39,1588,"mothra02.0626.1632","99.9%_s10g15","male","photinus","greeni"
949,23,1592,"mothra02.0626.1634","99.9%_s10g15","male","photinus","greeni"
2586,39,1578,"mothra02.0626.1636","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1638","99.9%_s10g15","male","photinus","greeni"
3367,48,1565,"mothra02.0626.1640","99.9%_s10g15","male","photinus","greeni"
1452,26,1589,"mothra02.0626.1642","99.9%_s10g15","male","photinus","greeni"
761,43,1569,"mothra02.0626.1644","99.9%_s10g15","male","photinus","greeni"
128,98,1598,"mothra02.0626.1644","99.9%_s10g15","male","photinus","greeni"
316,1423,923,"mothra02.0626.1646","99.9%_s10g15","male","photinus","greeni"
2623,40,1583,"mothra02.0626.1646","99.9%_s10g15","male","photinus","greeni"
287,1435,920,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
283,1443,971,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
400,20,1431,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
567,82,1459,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
180,6,1480,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
4166,109,1546,"mothra02.0626.1648","99.9%_s10g15","male","photinus","greeni"
379,1423,935,"mothra02.0626.1650","99.9%_s10g15","male","photinus","greeni"
330,1456,969,"mothra02.0626.1650","99.9%_s10g15","male","photinus","greeni"
240,76,1558,"mothra02.0626.1650","99.9%_s10g15","male","photinus","greeni"
549,1456,953,"mothra02.0626.1652","99.9%_s10g15","male","photinus","greeni"
203,7,1559,"mothra02.0626.1652","99.9%_s10g15","male","photinus","greeni"
3088,77,1574,"mothra02.0626.1652","99.9%_s10g15","male","photinus","greeni"
634,24,1594,"mothra02.0626.1654","99.9%_s10g15","male","photinus","greeni"
363,7,1514,"mothra02.0626.1656","99.9%_s10g15","male","photinus","greeni"
269,22,1535,"mothra02.0626.1656","99.9%_s10g15","male","photinus","greeni"
3209,62,1575,"mothra02.0626.1656","99.9%_s10g15","male","photinus","greeni"
818,21,1593,"mothra02.0626.1658","99.9%_s10g15","male","photinus","greeni"
1897,62,1582,"mothra02.0626.1700","99.9%_s10g15","male","photinus","greeni"
1522,1609,1297,"mothra02.0626.1702","99.9%_s10g15","male","photinus","greeni"
820,28,1594,"mothra02.0626.1702","99.9%_s10g15","male","photinus","greeni"
1168,27,1578,"mothra02.0626.1704","99.9%_s10g15","male","photinus","greeni"
1220,37,1594,"mothra02.0626.1706","99.9%_s10g15","male","photinus","greeni"
224,92,1595,"mothra02.0626.1706","99.9%_s10g15","male","photinus","greeni"
1909,48,1577,"mothra02.0626.1708","99.9%_s10g15","male","photinus","greeni"
714,44,1592,"mothra02.0626.1710","99.9%_s10g15","male","photinus","greeni"
225,66,1444,"mothra02.0626.1712","99.9%_s10g15","male","photinus","greeni"
4327,89,1554,"mothra02.0626.1712","99.9%_s10g15","male","photinus","greeni"
1599,28,1586,"mothra02.0626.1712","99.9%_s10g15","male","photinus","greeni"
2597,55,1573,"mothra02.0626.1714","99.9%_s10g15","male","photinus","greeni"
8505,53,1523,"mothra02.0626.1716","99.9%_s10g15","male","photinus","greeni"
454,16,1595,"mothra02.0626.1718","99.9%_s10g15","male","photinus","greeni"
3163,52,1572,"mothra02.0626.1720","99.9%_s10g15","male","photinus","greeni"
1535,1700,716,"mothra02.0626.1722","99.9%_s10g15","male","photinus","greeni"
143,45,1597,"mothra02.0626.1722","99.9%_s10g15","male","photinus","greeni"
1482,49,1586,"mothra02.0626.1724","99.9%_s10g15","male","photinus","greeni"
365,19,1597,"mothra02.0626.1726","99.9%_s10g15","male","photinus","greeni"
924,1618,1261,"mothra02.0626.1728","99.9%_s10g15","male","photinus","greeni"
1730,45,1585,"mothra02.0626.1728","99.9%_s10g15","male","photinus","greeni"
579,16,1593,"mothra02.0626.1730","99.9%_s10g15","male","photinus","greeni"
1409,64,1581,"mothra02.0626.1732","99.9%_s10g15","male","photinus","greeni"
1995,38,1579,"mothra02.0626.1734","99.9%_s10g15","male","photinus","greeni"
502,20,1594,"mothra02.0626.1736","99.9%_s10g15","male","photinus","greeni"
1410,1713,939,"mothra02.0626.1738","99.9%_s10g15","male","photinus","greeni"
688,1704,977,"mothra02.0626.1738","99.9%_s10g15","male","photinus","greeni"
72,5,1598,"mothra02.0626.1738","99.9%_s10g15","male","photinus","greeni"
1233,1432,1510,"mothra02.0626.1740","99.9%_s10g15","male","photinus","greeni"
120,93,1598,"mothra02.0626.1740","99.9%_s10g15","male","photinus","greeni"
946,1692,648,"mothra02.0626.1742","99.9%_s10g15","male","photinus","greeni"
1766,41,1584,"mothra02.0626.1742","99.9%_s10g15","male","photinus","greeni"
1152,1660,513,"mothra02.0626.1744","99.9%_s10g15","male","photinus","greeni"
120,4,88,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
200,1796,510,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
536,1667,532,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
348,25,711,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
225,1504,1081,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
286,1460,1493,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
2690,46,1582,"mothra02.0626.1746","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1748","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra02.0626.1750","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra02.0626.1752","99.9%_s10g15","male","photinus","greeni"
1591,21,1584,"mothra02.0626.1754","99.9%_s10g15","male","photinus","greeni"
1330,1597,1312,"mothra02.0626.1756","99.9%_s10g15","male","photinus","greeni"
343,17,1522,"mothra02.0626.1756","99.9%_s10g15","male","photinus","greeni"
447,69,1543,"mothra02.0626.1756","99.9%_s10g15","male","photinus","greeni"
225,21,1560,"mothra02.0626.1758","99.9%_s10g15","male","photinus","greeni"
1677,101,1580,"mothra02.0626.1758","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra02.0626.1800","99.9%_s10g15","male","photinus","greeni"
904,26,1593,"mothra02.0626.1802","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1804","99.9%_s10g15","male","photinus","greeni"
3831,51,1554,"mothra02.0626.1806","99.9%_s10g15","male","photinus","greeni"
446,1455,968,"mothra02.0626.1808","99.9%_s10g15","male","photinus","greeni"
3073,30,1576,"mothra02.0626.1808","99.9%_s10g15","male","photinus","greeni"
198,6,1512,"mothra02.0626.1810","99.9%_s10g15","male","photinus","greeni"
3402,90,1555,"mothra02.0626.1810","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1812","99.9%_s10g15","male","photinus","greeni"
521,15,1576,"mothra02.0626.1814","99.9%_s10g15","male","photinus","greeni"
2383,45,1575,"mothra02.0626.1816","99.9%_s10g15","male","photinus","greeni"
799,35,1595,"mothra02.0626.1818","99.9%_s10g15","male","photinus","greeni"
3697,1309,1062,"mothra02.0626.1820","99.9%_s10g15","male","photinus","greeni"
240,1424,1507,"mothra02.0626.1820","99.9%_s10g15","male","photinus","greeni"
805,48,1526,"mothra02.0626.1820","99.9%_s10g15","male","photinus","greeni"
3212,86,1575,"mothra02.0626.1820","99.9%_s10g15","male","photinus","greeni"
1869,1301,1050,"mothra02.0626.1822","99.9%_s10g15","male","photinus","greeni"
790,24,1575,"mothra02.0626.1822","99.9%_s10g15","male","photinus","greeni"
238,67,1596,"mothra02.0626.1822","99.9%_s10g15","male","photinus","greeni"
1507,19,1454,"mothra02.0626.1824","99.9%_s10g15","male","photinus","greeni"
4646,57,1562,"mothra02.0626.1824","99.9%_s10g15","male","photinus","greeni"
1034,39,1590,"mothra02.0626.1826","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1828","99.9%_s10g15","male","photinus","greeni"
331,1330,1039,"mothra02.0626.1830","99.9%_s10g15","male","photinus","greeni"
682,1284,1057,"mothra02.0626.1830","99.9%_s10g15","male","photinus","greeni"
143,5,1502,"mothra02.0626.1830","99.9%_s10g15","male","photinus","greeni"
4799,41,1565,"mothra02.0626.1830","99.9%_s10g15","male","photinus","greeni"
1200,1610,1305,"mothra02.0626.1832","99.9%_s10g15","male","photinus","greeni"
248,10,1595,"mothra02.0626.1832","99.9%_s10g15","male","photinus","greeni"
5906,1539,1002,"mothra02.0626.1834","99.9%_s10g15","male","photinus","greeni"
152,5,1517,"mothra02.0626.1834","99.9%_s10g15","male","photinus","greeni"
1513,42,1569,"mothra02.0626.1834","99.9%_s10g15","male","photinus","greeni"
186,93,1597,"mothra02.0626.1834","99.9%_s10g15","male","photinus","greeni"
1471,124,578,"mothra02.0626.1836","99.9%_s10g15","male","photinus","greeni"
2233,162,473,"mothra02.0626.1838","99.9%_s10g15","male","photinus","greeni"
495,120,487,"mothra02.0626.1838","99.9%_s10g15","male","photinus","greeni"
707,68,570,"mothra02.0626.1838","99.9%_s10g15","male","photinus","greeni"
286,48,596,"mothra02.0626.1838","99.9%_s10g15","male","photinus","greeni"
461,12,1569,"mothra02.0626.1838","99.9%_s10g15","male","photinus","greeni"
539,124,458,"mothra02.0626.1840","99.9%_s10g15","male","photinus","greeni"
1549,1694,1046,"mothra02.0626.1840","99.9%_s10g15","male","photinus","greeni"
1557,149,1270,"mothra02.0626.1840","99.9%_s10g15","male","photinus","greeni"
225,16,1576,"mothra02.0626.1840","99.9%_s10g15","male","photinus","greeni"
128,52,1598,"mothra02.0626.1840","99.9%_s10g15","male","photinus","greeni"
1933,43,1590,"mothra02.0626.1842","99.9%_s10g15","male","photinus","greeni"
1123,1704,987,"mothra02.0626.1844","99.9%_s10g15","male","photinus","greeni"
151,5,1487,"mothra02.0626.1844","99.9%_s10g15","male","photinus","greeni"
795,42,1525,"mothra02.0626.1844","99.9%_s10g15","male","photinus","greeni"
3540,77,1573,"mothra02.0626.1844","99.9%_s10g15","male","photinus","greeni"
1824,32,1586,"mothra02.0626.1846","99.9%_s10g15","male","photinus","greeni"
229,7,1551,"mothra02.0626.1848","99.9%_s10g15","male","photinus","greeni"
1007,45,1563,"mothra02.0626.1848","99.9%_s10g15","male","photinus","greeni"
306,106,1595,"mothra02.0626.1848","99.9%_s10g15","male","photinus","greeni"
4154,89,1575,"mothra02.0626.1850","99.9%_s10g15","male","photinus","greeni"
860,22,1592,"mothra02.0626.1852","99.9%_s10g15","male","photinus","greeni"
383,1356,1596,"mothra02.0626.1852","99.9%_s10g15","male","photinus","greeni"
629,141,1244,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
366,97,1270,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
679,161,1292,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
1062,19,1571,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
322,1379,1597,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
128,76,1598,"mothra02.0626.1854","99.9%_s10g15","male","photinus","greeni"
2303,97,1270,"mothra02.0626.1856","99.9%_s10g15","male","photinus","greeni"
1073,30,1593,"mothra02.0626.1856","99.9%_s10g15","male","photinus","greeni"
3425,1218,968,"mothra02.0626.1858","99.9%_s10g15","male","photinus","greeni"
1928,55,1585,"mothra02.0626.1858","99.9%_s10g15","male","photinus","greeni"
989,1782,1298,"mothra02.0626.1900","99.9%_s10g15","male","photinus","greeni"
353,1334,1040,"mothra02.0626.1902","99.9%_s10g15","male","photinus","greeni"
254,1282,1064,"mothra02.0626.1902","99.9%_s10g15","male","photinus","greeni"
1922,1674,1141,"mothra02.0626.1902","99.9%_s10g15","male","photinus","greeni"
1283,1776,1334,"mothra02.0626.1902","99.9%_s10g15","male","photinus","greeni"
2318,44,1582,"mothra02.0626.1902","99.9%_s10g15","male","photinus","greeni"
865,52,1567,"mothra02.0626.1904","99.9%_s10g15","male","photinus","greeni"
177,106,1597,"mothra02.0626.1904","99.9%_s10g15","male","photinus","greeni"
1995,41,1590,"mothra02.0626.1906","99.9%_s10g15","male","photinus","greeni"
3727,61,1565,"mothra02.0626.1908","99.9%_s10g15","male","photinus","greeni"
842,35,1595,"mothra02.0626.1910","99.9%_s10g15","male","photinus","greeni"
330,1796,621,"mothra02.0626.1912","99.9%_s10g15","male","photinus","greeni"
4041,84,1556,"mothra02.0626.1912","99.9%_s10g15","male","photinus","greeni"
1087,1713,934,"mothra02.0626.1914","99.9%_s10g15","male","photinus","greeni"
120,4,1554,"mothra02.0626.1914","99.9%_s10g15","male","photinus","greeni"
2554,38,1584,"mothra02.0626.1914","99.9%_s10g15","male","photinus","greeni"
1559,1590,395,"mothra02.0626.1916","99.9%_s10g15","male","photinus","greeni"
3367,787,546,"mothra02.0626.1918","99.9%_s10g15","male","photinus","greeni"
11372,726,1312,"mothra02.0626.1918","99.9%_s10g15","male","photinus","greeni"
656,15,1589,"mothra02.0626.1918","99.9%_s10g15","male","photinus","greeni"
850,86,1590,"mothra02.0626.1918","99.9%_s10g15","male","photinus","greeni"
